epoch,loss
106,48.01130148840578
107,47.951417318124406
108,47.892488316009704
109,47.83449302499044
110,47.77741061902866
111,47.72128535327465
112,47.66643917214566
113,47.61250315067001
114,47.55938164328824
115,47.5070572439238
116,47.455513030496306
117,47.404732547863986
118,47.354699791482865
119,47.30539919174799
120,47.25690541452514
121,47.2093234252678
122,47.162408866606555
123,47.116148344759026
124,47.07052881227493
125,47.025537556639705
126,46.98118147691305
127,46.93725902988639
128,46.89392887623899
129,46.85117953999544
130,46.808999829430846
131,46.76737882808108
132,46.726305886094025
133,46.685770611906435
134,46.645762864232466
135,46.60627274435029
136,46.56729058867393
137,46.52880696159823
138,46.49081264860524
139,46.45329864962103
140,46.416256172612265
141,46.37967662741278
142,46.343551619770345
143,46.30787294560467
144,46.27263258546791
145,46.23782269919943
146,46.2034356207669
147,46.16946385328635
148,46.135900064213715
149,46.102737080701246
150,46.06996788511228
151,46.0375856106879
152,46.005583537359655
153,45.9739550877027
154,45.94269382302376
155,45.91179343957877
156,45.88124776491529
157,45.85105075433471
158,45.8212216672017
159,45.79207492619248
160,45.76325528938274
161,45.73475725939628
162,45.706575448828914
163,45.678704577393695
164,45.65113946915624
165,45.623875049856615
166,45.59690634431482
167,45.57022847391674
168,45.543836654177824
169,45.5177261923815
170,45.49189248528973
171,45.466331016923355
172,45.44106068367341
173,45.415659945737005
174,45.39051904317754
175,45.36563378857207
176,45.34100007162665
177,45.316613857323794
178,45.29247118412452
179,45.26856816222287
180,45.24490097185142
181,45.22149611955308
182,45.19882115704821
183,45.17639454574524
184,45.15486883316578
185,45.13355520776521
186,45.11245029586652
187,45.09155078135238
188,45.070853404378184
189,45.05035496012114
190,45.030052297564154
191,45.00994231831336
192,44.99002197544836
193,44.97028827240388
194,44.95073826188212
195,44.93136904479475
196,44.91217776923342
197,44.8931616294683
198,44.874317864973285
199,44.85564375947755
200,44.8371366400422
201,44.81879387616155
202,44.8006128788881
203,44.782591099980635
204,44.764726031074545
205,44.74701520287397
206,44.72945618436485
207,44.71204658204841
208,44.69478403919442
209,44.67766623511364
210,44.66069088444897
211,44.643855736484554
212,44.62715857447252
213,44.61059721497674
214,44.59416950723314
215,44.577873332526025
216,44.56170660358007
217,44.54566726396742
218,44.52975328752946
219,44.51396267781301
220,44.49829346752024
221,44.48274371797221
222,44.46731151858545
223,44.4519949863613
224,44.4367922653876
225,44.42170152635255
226,44.406720966070004
227,44.39184880701647
228,44.37708329687888
229,44.36242270811328
230,44.34786533751394
231,44.33340950579259
232,44.31905355716762
233,44.30479585896282
234,44.29063480121556
235,44.27656879629397
236,44.26259627852316
237,44.2487157038198
238,44.2349255493353
239,44.2212243131071
240,44.20761051371781
241,44.1940826899622
242,44.18063940052163
243,44.16727922364588
244,44.15400075684201
245,44.14080261657023
246,44.127683437946544
247,44.114641874451884
248,44.10167659764774
249,44.08878629689799
250,44.07596967909675
251,44.06322546840227
252,44.0505887424535
253,44.03819023892198
254,44.02585841176351
255,44.013592071100035
256,44.00139004273358
257,43.989251167919576
258,43.97717430314492
259,43.96515831991073
260,43.95320210451956
261,43.94130455786707
262,43.9294645952379
263,43.91768114610579
264,43.90595315393773
265,43.89427957600209
266,43.882659383180595
267,43.8710915597841
268,43.859575103371995
269,43.84810902457516
270,43.836692346922476
271,43.825324106670706
272,43.81400335263757
273,43.802729146038246
274,43.79150056032481
275,43.78031668102888
276,43.76917660560717
277,43.75807944328994
278,43.747024314932304
279,43.73601035286835
280,43.72503670076779
281,43.71410251349542
282,43.703206956973006
283,43.69234920804368
284,43.681545234164744
285,43.67129939284926
286,43.6610879971861
287,43.651757955453114
288,43.64244979566371
289,43.633161327073495
290,43.62389185406248
291,43.614661412628514
292,43.60432174888625
293,43.594008826404675
294,43.58372191176143
295,43.57346028090516
296,43.56322321904986
297,43.55301002057091
298,43.542819988902956
299,43.532652436439434
300,43.52250668443372
301,43.51238206290192
302,43.50227791052717
303,43.49219357456555
304,43.48212841075329
305,43.47208178321572
306,43.4620530643773
307,43.45204163487325
308,43.44204688346237
309,43.432068206941295
310,43.422105010059866
311,43.41215670543785
312,43.4022227134828
313,43.39230246230909
314,43.38239538765811
315,43.37250093281951
316,43.36261854855367
317,43.35274769301498
318,43.34288783167638
319,43.33303843725474
320,43.32319898963732
321,43.31336897580903
322,43.303547889780766
323,43.2937352325186
324,43.283930511873706
325,43.274133242513386
326,43.26434294585262
327,43.25455914998674
328,43.244781389624606
329,43.23500920602275
330,43.22524214692015
331,43.21547976647373
332,43.205721625194656
333,43.19596728988523
334,43.18621633357645
335,43.17646833546633
336,43.16672288085869
337,43.15697956110272
338,43.14723797353304
339,43.1374977214104
340,43.12775841386295
341,43.11801966582805
342,43.10828109799463
343,43.098542336746064
344,43.08880301410365
345,43.07906276767042
346,43.06932124057566
347,43.0595780814197
348,43.04983294421933
349,43.04008548835361
350,43.03033537851013
351,43.02058228463168
352,43.010825881863425
353,43.00106585050041
354,42.991301875935534
355,42.98153364860792
356,42.97176086395159
357,42.96198322234464
358,42.95220042905876
359,42.942412194209034
360,42.93266171259425
361,42.92390696769692
362,42.91513707861932
363,42.90635186063024
364,42.89755113334991
365,42.88873472070668
366,42.87990245089378
367,42.871054156326124
368,42.86218967359717
369,42.85330884343581
370,42.84441151066339
371,42.835497524150725
372,42.826566736775135
373,42.817619005377686
374,42.80865419072033
375,42.79967215744318
376,42.790672774021814
377,42.78165591272474
378,42.772621449570735
379,42.763569264286446
380,42.75449924026395
381,42.74541126451838
382,42.73630522764569
383,42.72718102378042
384,42.71803855055356
385,42.708877709050554
386,42.699698403769276
387,42.690500542578164
388,42.68128403667445
389,42.6720488005424
390,42.66279475191174
391,42.65352181171611
392,42.64422990405169
393,42.63491895613583
394,42.625588898265846
395,42.61623966377799
396,42.606871189006355
397,42.59748341324209
398,42.58807627869261
399,42.578649730441
400,42.56921077090779
401,42.56071295588299
402,42.55218824052967
403,42.542672178804196
404,42.534097904362625
405,42.52549395881988
406,42.51686040435238
407,42.50819730550697
408,42.499504729158275
409,42.49078274446613
410,42.48203143083995
411,42.472280774931264
412,42.463483802281615
413,42.454657576986854
414,42.445802180057214
415,42.4369176945312
416,42.42800420543348
417,42.419061799733
418,42.41009056630104
419,42.401090595869555
420,42.39206198098957
421,42.383004815989736
422,42.37391919693506
423,42.3648052215858
424,42.355662989356446
425,42.346492601275045
426,42.33729415994252
427,42.32806776949241
428,42.31881353555051
429,42.30953156519509
430,42.30022196691699
431,42.2908848505802
432,42.281520327382495
433,42.27213529394558
434,42.262581171987314
435,42.25313625640744
436,42.24366895621391
437,42.234037681574534
438,42.2245133954912
439,42.21496613108627
440,42.20528127459228
441,42.19634440486982
442,42.18738051243257
443,42.178250578874724
444,42.16922239652004
445,42.160169237960545
446,42.15094766843875
447,42.14182957285898
448,42.13271072520901
449,42.12489016709439
450,42.115684034825335
451,42.10793557565259
452,42.09851574321537
453,42.09068636205198
454,42.08204527442021
455,42.07263289392171
456,42.064707062170285
457,42.05427268530691
458,42.04547662128232
459,42.03651536072553
460,42.02765000499697
461,42.01876243701946
462,42.009694066075085
463,42.00073585161306
464,41.991611924730606
465,41.9819312970954
466,41.97275120070594
467,41.963665361382546
468,41.95455941211465
469,41.945274048517305
470,41.93610269721633
471,41.92675989014264
472,41.917525647969214
473,41.907490757616216
474,41.89952992115654
475,41.891406845198276
476,41.88202813522767
477,41.873823296554235
478,41.86438113287694
479,41.85624536441001
480,41.8479118664784
481,41.839032846803164
482,41.829283713823855
483,41.820996724876494
484,41.81251054725193
485,41.80413839202288
486,41.79557304877285
487,41.78497866572309
488,41.77649108508109
489,41.767835380111705
490,41.75926756393309
491,41.7505281439025
492,41.74188276166957
493,41.732395921003004
494,41.72367934772437
495,41.71478068869561
496,41.70599027437285
497,41.697010815742246
498,41.688151490261085
499,41.67842690389288
500,41.66935106046158
501,41.66037401991672
502,41.65121964914299
503,41.64217711718994
504,41.632277182868776
505,41.62306730778131
506,41.61414245172709
507,41.60504825613097
508,41.59534048401448
509,41.58617065235062
510,41.57698564980729
511,41.56716771903165
512,41.557902314878234
513,41.548037420238515
514,41.538707483601044
515,41.52935507330713
516,41.51938664485612
517,41.50996387477189
518,41.500526554192234
519,41.49045861500752
520,41.48095081637277
521,41.470689991847536
522,41.46126863159347
523,41.45168013417654
524,41.44132457318513
525,41.431822875278044
526,41.42141592517176
527,41.41171028795465
528,41.40213540079649
529,41.391639080638285
530,41.38185591292553
531,41.3713223305236
532,41.36162972389117
533,41.35177624045174
534,41.34115153555963
535,41.33139288472316
536,41.32072512545998
537,41.310765324856284
538,41.300794150850024
539,41.29019328402608
540,41.280167797909435
541,41.26938012135136
542,41.25930582481005
543,41.24936825071529
544,41.2385027947136
545,41.228368030736306
546,41.21746672613233
547,41.207288885627136
548,41.19649620474833
549,41.18627129641124
550,41.176034146588016
551,41.165025148123945
552,41.1547470044158
553,41.14384879194067
554,41.13352406659037
555,41.12319082348151
556,41.11208010656672
557,41.1017046562052
558,41.09056833823195
559,41.08029302650584
560,41.069121601359036
561,41.05866865862052
562,41.04820516839355
563,41.03697059743044
564,41.02646799552973
565,41.01535147819873
566,41.004812276967854
567,40.99426585851013
568,40.98294318093064
569,40.97235941356166
570,40.961012071306186
571,40.950393130178995
572,40.93976977858689
573,40.928365877752626
574,40.917708867545414
575,40.90642411800242
576,40.89572889093255
577,40.885031374378315
578,40.87355029131473
579,40.86281860029613
580,40.85131722513489
581,40.8405519360861
582,40.82903105774261
583,40.81823970041033
584,40.80744030992254
585,40.795870357829905
586,40.78503864520965
587,40.77420620853606
588,40.76258912242488
589,40.75172493707272
590,40.740091774139415
591,40.729197962414815
592,40.71830236465797
593,40.70662510898115
594,40.695698713771094
595,40.684007447095055
596,40.67305528391242
597,40.6620988531701
598,40.65036650149024
599,40.639380056322906
600,40.627635738217634
601,40.616628734260615
602,40.60561338142696
603,40.59383095936688
604,40.582791471771785
605,40.57174771769723
606,40.55997786299088
607,40.5503859579909
608,40.54082638711775
609,40.531686530412564
610,40.52326341619761
611,40.514044886617526
612,40.50553332895427
613,40.49697981865913
614,40.48762645455852
615,40.47898554992002
616,40.470307895146085
617,40.46082571834121
618,40.45206150433049
619,40.44326569938221
620,40.43366059219113
621,40.4247789077353
622,40.41591837783269
623,40.40511738854406
624,40.395068749073445
625,40.3842483524229
626,40.37416783274543
627,40.3640756882275
628,40.35320687113874
629,40.343175076339875
630,40.334281180143996
631,40.324589335010685
632,40.315627006581394
633,40.306640575427046
634,40.29685472164484
635,40.28780179653932
636,40.278727442518544
637,40.2688528069115
638,40.25971410798221
639,40.25055619113199
640,40.24059787022741
641,40.231378030353426
642,40.22214066253018
643,40.21210362516431
644,40.202807090665345
645,40.19349413983831
646,40.183383230045536
647,40.174014264426866
648,40.16462935934146
649,40.15444929948864
650,40.145011987473936
651,40.13555852263947
652,40.125313916768164
653,40.11581216857998
654,40.10629330953799
655,40.09598864688046
656,40.08642620273058
657,40.07684489156315
658,40.06648455019934
659,40.056864984953506
660,40.04722516539236
661,40.03757553838105
662,40.02713279332809
663,40.0174403980063
664,40.0077342382386
665,39.9972457856973
666,39.9875040229897
667,39.97774451499729
668,39.96797723590172
669,39.95741926158553
670,39.94761445990028
671,39.93779546136349
672,39.92720121192457
673,39.917353985688436
674,39.90749125948063
675,39.89761691490912
676,39.886965341810935
677,39.87706382978109
678,39.867147994219735
679,39.85722093823193
680,39.846518826345445
681,39.83656761209406
682,39.82660317569605
683,39.81662578707247
684,39.80664410015291
685,39.79587688720261
686,39.785868089715756
687,39.77584735339198
688,39.76581730030832
689,39.75501430459907
690,39.74496508958673
691,39.73490488283977
692,39.724833916682975
693,39.71475352774092
694,39.70390329534834
695,39.693807259719584
696,39.683728322160476
697,39.675201988824185
698,39.66664218200115
699,39.658051725653756
700,39.64866727837038
701,39.6400169411854
702,39.631335699009604
703,39.62262417546019
704,39.613882984735554
705,39.60511273169057
706,39.59631939289954
707,39.586730053973994
708,39.57788208734093
709,39.56900736427039
710,39.56010644375141
711,39.55117987592854
712,39.54222820218888
713,39.53325546246188
714,39.52349442098041
715,39.51447650919795
716,39.505435550807675
717,39.49637204436384
718,39.487286480218465
719,39.47817934061503
720,39.46905109978275
721,39.45990222403148
722,39.450736468950524
723,39.440787204502016
724,39.431585037293345
725,39.42236400430779
726,39.413124533240406
727,39.40386704445538
728,39.39459195108254
729,39.385299659113855
730,39.37599056749986
731,39.36666506824605
732,39.35732354650902
733,39.347966380692434
734,39.338593942542786
735,39.32920659724487
736,39.31980491701542
737,39.309631390054015
738,39.30020730485063
739,39.29076969333353
740,39.28131888874019
741,39.27185521832608
742,39.26237900345669
743,39.25294782162094
744,39.24475850109235
745,39.23653252233367
746,39.22827066322987
747,39.21997368957348
748,39.21164235514418
749,39.20327740179251
750,39.19487955952799
751,39.18644954661089
752,39.17798806964774
753,39.16949582369031
754,39.16097349233768
755,39.15242174784143
756,39.143841251213466
757,39.13523265233652
758,39.126596590077035
759,39.117933692400186
760,39.10924457648699
761,39.1005298488532
762,39.091790105469926
763,39.08302593188574
764,39.074237903350145
765,39.065426584938265
766,39.05659253167657
767,39.0477362886696
768,39.03885839122739
769,39.02995936499362
770,39.02103972607437
771,39.0120999811671
772,39.0031406276902
773,38.994162153912626
774,38.98516503908357
775,38.97614975356237
776,38.96711675894804
777,38.958066508208915
778,38.94899944581185
779,38.939916007851174
780,38.93081662217722
781,38.92170170852437
782,38.912571678638486
783,38.90342693640393
784,38.89426787796958
785,38.88509489187447
786,38.87593435936048
787,38.8679316325249
788,38.85989659052429
789,38.85183000371195
790,38.84373262908417
791,38.83560521039881
792,38.82744847829827
793,38.81926315043674
794,38.81104993161115
795,38.80280951389569
796,38.79454257677969
797,38.78624978730824
798,38.7779318002258
799,38.76958925812194
800,38.7612227915795
801,38.752833019324655
802,38.74442054837864
803,38.735985974211076
804,38.72752988089461
805,38.71905284126056
806,38.710555417055694
807,38.70203815909949
808,38.693501607442215
809,38.684946291523275
810,38.67637273032989
811,38.66778143255585
812,38.65917289676025
813,38.650539831692505
814,38.64254926052609
815,38.634536580422875
816,38.6265022629117
817,38.618446770841665
818,38.61037055852495
819,38.60227407187861
820,38.59415774856549
821,38.586022018134
822,38.57786730215682
823,38.56969401436845
824,38.561502560801536
825,38.55329333992188
826,38.54506674276226
827,38.53682315305474
828,38.52856294736185
829,38.52028649520603
830,38.51200310835269
831,38.50294462349078
832,38.494631276215706
833,38.485554114805005
834,38.47721347249542
835,38.46887273318332
836,38.459748994117305
837,38.45137880191644
838,38.442242421697756
839,38.43384576206284
840,38.42545090546114
841,38.415457127975685
842,38.40623421329242
843,38.396279373659645
844,38.387082627983595
845,38.37789825949726
846,38.36797979416517
847,38.35881931354581
848,38.34966851616655
849,38.340537106064644
850,38.330654132553434
851,38.32153645634907
852,38.312428998073514
853,38.30258614555407
854,38.29349948352138
855,38.284420862030174
856,38.27535007070888
857,38.266292739617434
858,38.256490217930406
859,38.247447318877256
860,38.23841148720821
861,38.22938254375091
862,38.22036031547128
863,38.21134971812455
864,38.20161005567358
865,38.19406389970477
866,38.18649544520581
867,38.17890526416487
868,38.171293916819025
869,38.163661951849704
870,38.15600990657791
871,38.14833830715888
872,38.14064801035977
873,38.132199653886744
874,38.12447819410629
875,38.11673918232243
876,38.10898309026952
877,38.10121037970658
878,38.09342150260395
879,38.08561690132837
880,38.07779700882624
881,38.06996224880532
882,38.06211303591438
883,38.054249775921086
884,38.0463728658878
885,38.03848269434539
886,38.03057964146487
887,38.022664079226985
888,38.014736371589464
889,38.00681516537551
890,37.9987520388233
891,37.99067920512852
892,37.98259698903446
893,37.974505708039814
894,37.966405672554394
895,37.95829718605251
896,37.950180545223816
897,37.9420560401218
898,37.93392395430973
899,37.925784565004236
900,37.91764416429885
901,37.908732370241964
902,37.8998209567628
903,37.89091018525626
904,37.88200030983113
905,37.873091577481375
906,37.86418422825455
907,37.85527849541724
908,37.84637460561783
909,37.83746954636689
910,37.82915029974069
911,37.82081315860614
912,37.81330068500264
913,37.80577780998665
914,37.79824470856395
915,37.79070155371146
916,37.78314851641282
917,37.77558576569325
918,37.768013468653606
919,37.76043179050373
920,37.75284089459524
921,37.745240942453364
922,37.73763209380833
923,37.73001450662595
924,37.72245963275708
925,37.71610086293391
926,37.709708729035256
927,37.70328402125857
928,37.69682751377785
929,37.69033996496454
930,37.68382211761295
931,37.67727469916976
932,37.67069842196687
933,37.664093983457306
934,37.65746206645331
935,37.65080333936649
936,37.64411845644932
937,37.637408058037735
938,37.63067277079432
939,37.6239132079518
940,37.61712996955645
941,37.61032364271113
942,37.60349480181762
943,37.59664400881798
944,37.58977181343481
945,37.58287875340989
946,37.5759653547413
947,37.569032131918696
948,37.56207958815642
949,37.555108215624514
950,37.54811849567734
951,37.541110899079776
952,37.53408588623062
953,37.5270439073835
954,37.519985402864776
955,37.51291080328855
956,37.5058205297688
957,37.4987149941283
958,37.491594599104474
959,37.484459738552104
960,37.47731079764271
961,37.47014815306082
962,37.46297217319683
963,37.4557832183366
964,37.448581640847735
965,37.44136778536249
966,37.43414198895735
967,37.42690458132935
968,37.41965588496886
969,37.412396215329245
970,37.405125880993076
971,37.397845183835116
972,37.390554419181946
973,37.383253875968435
974,37.375943836890826
975,37.368624578556826
976,37.36129637163229
977,37.35395948098491
978,37.346623834524
979,37.3396102978922
980,37.33258529894752
981,37.32554909629114
982,37.31850194368211
983,37.31144409014973
984,37.30437578010343
985,37.29729725344012
986,37.29020874564912
987,37.28311048791451
988,37.27600270721537
989,37.26888562642337
990,37.261759464398295
991,37.25462443608119
992,37.24748075258533
993,37.24034094567953
994,37.23310161261834
995,37.22585534094303
996,37.21860232202297
997,37.21134274374933
998,37.20407679061761
999,37.19680464380808
